1, 96, 1920, 184320
1, 481, 60, 180
1, 756, 460, 10580
1, 756, 1900, 180500
1, 761, 1180, 69620
1, 847, 3660, 669780
1, 479, 5400, 1458000
1, 479, 4460, 994580
1, 779, 3400, 578000
1, 474, 4320, 933120
1, 660, 2480, 307520
1, 686, 4220, 890420
1, 1222, 4220, 890420
1, 715, 3840, 737280
1, 483, 3840, 737280
1, 96, 5760, 1658880
1, 480, 7660, 2933780
1, 763, 7040, 2478080
1, 480, 8380, 3511220
1, 667, 10240, 5242880
1, 866, 11040, 6094080
1, 667, 9420, 4436820
1, 668, 10280, 5283920
1, 999, 10280, 5283920
1, 474, 8600, 3698000
1, 474, 9640, 4646480
1, 668, 8020, 3216020
1, 96, 9380, 4399220
1, 515, 8200, 3362000
1, 822, 6680, 2231120
1, 907, 6660, 2217780
1, 1137, 6800, 2312000
1, 756, 8960, 4014080
1, 756, 5480, 1501520
1, 298, 4680, 1095120
1, 896, 3920, 768320
1, 756, 3920, 768320
1, 476, 5200, 1352000
1, 830, 5200, 1352000
1, 830, 5200, 1352000
1, 729, 6460, 2086580
1, 571, 9460, 4474580
1, 479, 8560, 3663680
1, 856, 10080, 5080320
1, 756, 13560, 9193680
1, 907, 13000, 8450000
1, 667, 11540, 6658580
1, 929, 12580, 7912820
1, 695, 12480, 7787520
1, 667, 14340, 10281780
1, 479, 13520, 9139520
1, 951, 14220, 10110420
1, 550, 15340, 11765780
1, 314, 17040, 14518080
1, 193, 17100, 14620500
1, 766, 16260, 13219380
1, 756, 12660, 8013780
1, 660, 10860, 5896980
1, 812, 10100, 5100500
1, 715, 9020, 4068020
1, 672, 7580, 2872820
1, 479, 7480, 2797520
1, 724, 7920, 3136320
1, 756, 5840, 1705280
1, 764, 5840, 1705280
1, 286, 7120, 2534720
1, 660, 5240, 1372880
1, 676, 5240, 1372880
1, 785, 8120, 3296720
1, 830, 8000, 3200000
1, 774, 8000, 3200000
1, 946, 6560, 2151680
1, 961, 6880, 2366720
1, 600, 7840, 3073280
1, 667, 6340, 2009780
1, 479, 5960, 1776080
1, 862, 5000, 1250000
1, 800, 4200, 882000
1, 771, 7440, 2767680
1, 667, 9100, 4140500
1, 660, 7460, 2782580
1, 286, 5580, 1556820
1, 838, 6340, 2009780
1, 690, 7220, 2606420
1, 286, 7420, 2752820
1, 479, 8160, 3329280
1, 786, 8160, 3329280
1, 756, 9880, 4880720
1, 834, 9020, 4068020
1, 1047, 8500, 3612500
1, 667, 9120, 4158720
1, 824, 7520, 2827520
1, 756, 7520, 2827520
1, 757, 3880, 752720
1, 667, 2860, 408980
1, 372, 1440, 103680
1, 666, 1360, 92480
1, 756, 4080, 832320
1, 479, 3980, 792020
1, 846, 3580, 640820
2, 1465, 1100, 60500
2, 1207, 140, 980
2, 1342, 580, 16820
2, 1274, 480, 11520
2, 1444, 1240, 76880
2, 565, 4900, 1200500
2, 1189, 3640, 662480
2, 453, 4980, 1240020
2, 1214, 3620, 655220
2, 1362, 3980, 792020
2, 1384, 1940, 188180
2, 1046, 1180, 69620
2, 1603, 1660, 137780
2, 1117, 1720, 147920
2, 1076, 4520, 1021520
2, 1122, 5160, 1331280
2, 1115, 5540, 1534580
2, 932, 4520, 1021520
2, 1967, 4480, 1003520
2, 1540, 3360, 564480
2, 1545, 6520, 2125520
2, 1624, 7400, 2738000
2, 1432, 6500, 2112500
2, 1141, 6760, 2284880
2, 1515, 5020, 1260020
2, 1790, 7340, 2693780
2, 1110, 6780, 2298420
2, 1665, 6280, 1971920
2, 944, 6400, 2048000
2, 1449, 4940, 1220180
2, 972, 4180, 873620
2, 1409, 4800, 1152000
2, 1809, 5220, 1362420
2, 1032, 3900, 760500
2, 1068, 2400, 288000
2, 1365, 1260, 79380
2, 1577, 5080, 1290320
2, 1128, 4320, 933120
2, 1548, 1860, 172980
2, 1196, 1620, 131220
2, 1655, 3320, 551120
2, 1495, 3720, 691920
2, 1628, 3880, 752720
2, 1480, 8240, 3394880
2, 1226, 8040, 3232080
2, 1375, 7860, 3088980
2, 941, 10700, 5724500
2, 1302, 11780, 6938420
2, 570, 12380, 7663220
2, 1097, 10940, 5984180
2, 1578, 5500, 1512500
2, 1302, 4580, 1048820
2, 1392, 5660, 1601780
2, 1432, 6140, 1884980
2, 1238, 5360, 1436480
2, 1302, 3920, 768320
2, 1139, 7720, 2979920
2, 1170, 7000, 2450000
2, 1343, 7580, 2872820
2, 1287, 7840, 3073280
2, 1424, 8520, 3629520
2, 1587, 8080, 3264320
2, 1556, 7860, 3088980
2, 1499, 7500, 2812500
2, 1201, 6620, 2191220
2, 1135, 6880, 2366720
2, 1627, 6740, 2271380
2, 1329, 7680, 2949120
2, 1214, 9520, 4531520
2, 1481, 5840, 1705280
2, 1582, 8480, 3595520
2, 1654, 8160, 3329280
2, 1289, 6860, 2352980
2, 1191, 7840, 3073280
2, 1426, 5580, 1556820
2, 906, 5820, 1693620
2, 1454, 5380, 1447220
2, 1589, 5600, 1568000
2, 1025, 4780, 1142420
2, 1436, 3980, 792020
2, 1418, 2860, 408980
2, 1664, 1200, 72000
2, 421, 1320, 87120
2, 1206, 2600, 338000
2, 812, 1760, 154880
2, 1382, 2640, 348480
1, 660, 1240, 76880
2, 1489, 1740, 151380
2, 1390, 3300, 544500
2, 1098, 440, 9680
2, 1302, 2620, 343220
2, 1658, 5340, 1425780
2, 1283, 8940, 3996180
2, 1422, 8140, 3312980
2, 1868, 8460, 3578580
2, 1342, 6940, 2408180
2, 1668, 9460, 4474580
2, 1864, 9740, 4743380
2, 1508, 10220, 5222420
2, 1941, 11800, 6962000
3, 2482, 2340, 273780
3, 2076, 4820, 1161620
3, 2069, 5140, 1320980
3, 1639, 2480, 307520
3, 2034, 1360, 92480
3, 1593, 1900, 180500
3, 1490, 500, 12500
3, 1788, 4300, 924500
3, 2736, 4780, 1142420
3, 1745, 3680, 677120
3, 1776, 5320, 1415120
3, 2081, 3340, 557780
3, 2355, 2900, 420500
3, 1947, 4520, 1021520
3, 1413, 5500, 1512500
2, 1821, 3900, 760500
3, 1699, 3140, 492980
3, 1986, 3800, 722000
3, 2231, 6300, 1984500
3, 2076, 3780, 714420
3, 1955, 1860, 172980
3, 1447, 5120, 1310720
3, 1577, 4340, 941780
3, 1937, 4760, 1132880
3, 1791, 4580, 1048820
3, 1735, 2800, 392000
3, 1663, 7940, 3152180
3, 1589, 4880, 1190720
3, 1440, 4900, 1200500
3, 1330, 8240, 3394880
3, 2266, 7720, 2979920
3, 1561, 7580, 2872820
3, 2273, 4780, 1142420
3, 1682, 740, 27380
3, 660, 2060, 212180
3, 1580, 2520, 317520
3, 1410, 5160, 1331280
3, 1537, 5300, 1404500
3, 1939, 6800, 2312000
3, 1650, 5440, 1479680
3, 1176, 3940, 776180
3, 1557, 6520, 2125520
3, 1641, 7120, 2534720
3, 1968, 8880, 3942720
3, 1758, 6620, 2191220
3, 2239, 6680, 2231120
3, 2359, 8320, 3461120
3, 1478, 8140, 3312980
3, 1057, 11320, 6407120
3, 1413, 9500, 4512500
3, 1607, 6800, 2312000
3, 868, 5280, 1393920
3, 1903, 5440, 1479680
3, 1717, 9740, 4743380
3, 1327, 7660, 2933780
3, 1827, 6400, 2048000
3, 1761, 2020, 204020
3, 1784, 1580, 124820
3, 1626, 2180, 237620
3, 1302, 1620, 131220
3, 1905, 380, 7220
3, 2220, 2940, 432180
3, 2115, 5400, 1458000
1, 494, 4500, 1012500
3, 1304, 4420, 976820
3, 1731, 80, 320
3, 1887, 940, 44180
3, 2252, 4180, 873620
3, 2245, 3040, 462080
2, 1728, 5640, 1590480
3, 1616, 8160, 3329280
2, 876, 10180, 5181620
3, 1953, 9440, 4455680
3, 2073, 12280, 7539920
3, 1969, 12140, 7368980
3, 2084, 15740, 12387380
3, 1598, 15440, 11919680
1, 1035, 15440, 11919680
3, 1514, 21280, 22641920
3, 1561, 20960, 21966080
3, 2503, 19400, 18818000
3, 1412, 23320, 27191120
3, 2011, 24200, 29282000
3, 1702, 22960, 26358080
3, 2308, 22640, 25628480
3, 2164, 25800, 33282000
3, 1208, 25040, 31350080
3, 1893, 22000, 24200000
3, 2016, 22720, 25809920
3, 1665, 28180, 39705620
3, 2121, 30940, 47864180
3, 1910, 32120, 51584720
3, 1727, 28760, 41356880
3, 1466, 31180, 48609620
3, 1950, 31260, 48859380
3, 1891, 34180, 58413620
3, 1285, 34280, 58755920
3, 2138, 32560, 53007680
3, 1850, 34720, 60273920
3, 1757, 36860, 67932980
4, 2143, 3720, 691920
4, 2724, 5280, 1393920
4, 2780, 5820, 1693620
4, 2970, 4280, 915920
4, 2448, 1100, 60500
4, 2545, 1440, 103680
4, 1737, 5360, 1436480
4, 2135, 2700, 364500
4, 2944, 3620, 655220
4, 1928, 3260, 531380
4, 1945, 4200, 882000
4, 2724, 5440, 1479680
4, 2321, 4940, 1220180
4, 1889, 6000, 1800000
4, 2734, 9580, 4588820
4, 2784, 7300, 2664500
4, 3063, 5260, 1383380
4, 2538, 6120, 1872720
4, 2278, 7400, 2738000
4, 2529, 7060, 2492180
4, 2172, 7240, 2620880
3, 2154, 1600, 128000
4, 2165, 300, 4500
4, 2536, 2780, 386420
4, 2351, 3240, 524880
4, 2489, 2720, 369920
4, 2839, 3060, 468180
2, 1786, 300, 4500
4, 2313, 360, 6480
4, 2288, 860, 36980
4, 2464, 780, 30420
4, 2583, 0, 0
4, 2034, 320, 5120
4, 1760, 4300, 924500
4, 2508, 3700, 684500
3, 2301, 5460, 1490580
4, 2455, 10000, 5000000
4, 2741, 14400, 10368000
4, 3070, 12720, 8089920
4, 2531, 11900, 7080500
4, 2942, 14480, 10483520
4, 2879, 16820, 14145620
4, 2573, 16400, 13448000
4, 1334, 17920, 16056320
4, 1921, 12960, 8398080
4, 2431, 12380, 7663220
4, 2243, 13900, 9660500
4, 1962, 13340, 8897780
4, 2236, 18580, 17260820
2, 772, 17820, 15877620
4, 3069, 18000, 16200000
4, 2127, 14860, 11040980
4, 1936, 21680, 23501120
4, 2848, 22780, 25946420
4, 2820, 24740, 30603380
4, 2491, 25280, 31953920
4, 2148, 24620, 30307220
4, 2536, 24880, 30950720
4, 2910, 23580, 27800820
4, 2078, 22260, 24775380
4, 1565, 18260, 16671380
4, 2888, 10580, 5596820
4, 1831, 10220, 5222420
4, 3164, 14760, 10892880
4, 2657, 15040, 11310080
4, 2699, 14240, 10138880
4, 2749, 19100, 18240500
4, 2238, 19520, 19051520
4, 2566, 19280, 18585920
4, 2515, 17700, 15664500
4, 2886, 15200, 11552000
4, 2696, 10080, 5080320
4, 2255, 3900, 760500
4, 1644, 4360, 950480
4, 2327, 6660, 2217780
4, 2105, 5400, 1458000
4, 2354, 160, 1280
4, 2660, 800, 32000
4, 2433, 720, 25920
3, 1682, 180, 1620
4, 2296, 860, 36980
4, 2391, 580, 16820
4, 2786, 3020, 456020
4, 2191, 1920, 184320
4, 2726, 2560, 327680
4, 2325, 680, 23120
4, 2416, 3540, 626580
4, 1601, 2880, 414720
3, 1431, 4140, 856980
4, 2326, 5840, 1705280
4, 2582, 1140, 64980
4, 2192, 300, 4500
4, 2147, 2920, 426320
4, 1715, 40, 80
4, 2287, 1860, 172980
4, 3015, 1200, 72000
4, 2253, 560, 15680
4, 1756, 1780, 158420
4, 1994, 6120, 1872720
4, 1832, 9520, 4531520
5, 2977, 5760, 1658880
5, 3775, 5360, 1436480
4, 1555, 9900, 4900500
5, 3256, 11260, 6339380
5, 2982, 14540, 10570580
5, 2420, 14840, 11011280
5, 2550, 18520, 17149520
